"","memory-1","memory-2","memory-3","plasmablasts-1","plasmablasts-2","plasmablasts-3","plasmacells-1","plasmacells-2","plasmacells-3","preplasmablasts-1","preplasmablasts-2","preplasmablasts-3"
"CD4",54.4142571569883,14.8091096621756,11.4124254741381,0,0,0,0,0,0,0,0.322787578118458,0
"CD40",2060.37622224632,2052.95398068175,1127.47066554278,395.217261689837,430.017675352277,316.485394677441,440.248441140782,393.305371834483,358.307149894421,425.742539654342,333.379276261716,375.514625411169
"CD40LG",8.23700312388327,0,0,0,0,0,0,0,0,0,0,0
"CD44",16619.5980604503,22756.8649386015,7163.94183075264,29175.0598586566,30405.5314304866,19111.9782949103,21075.0111963507,20696.9223780184,6219.54442062513,9240.25641351139,11246.1820687425,9636.32296944963
"CD46",2687.05164571914,3815.30773664797,3913.49789526498,3977.78488310946,3796.24472091058,3446.54075580961,4323.76698464927,5048.7851650534,3617.16654619048,3981.82571408577,3103.02228039626,2529.8212347761
"CD47",6358.41087428392,6753.53574829273,7674.27619707383,6769.8375424434,4315.10065240355,3052.44472584437,3580.30975480524,4736.52186616351,3559.68666811636,7309.42385605259,5055.08149290183,3289.14881365993
"CD48",9684.46125411253,35901.6216649203,12075.5281719176,13632.8050877041,6130.24959310238,6820.12823831973,3723.01537399727,2991.28289203404,3783.74830138455,8738.76905288798,5117.79546579646,3254.8566734338
"CD5",311.591960155674,23.7458874000808,3482.89722519186,0,1.20549974027834,0,0,0,0,4.60133880096954,3.6026643061674,0
"CD52",9525.23248487146,18947.0475421363,10758.8610891941,9315.60443469227,3348.98310032708,4133.70992752407,973.304677458258,443.17863660217,967.589608818487,7278.96264483232,3194.29047938354,2357.88676719236
"CD53",1817.12521968637,3467.63830110335,1880.82805576484,8231.22366007684,12205.2841632587,10660.6212045628,9662.49004565982,13863.8752398409,6273.78978516108,8815.05589391997,10940.2982783173,8620.14459869714
"CD55",2392.76616768215,6166.60542672768,2908.22505512195,2750.87780505179,2641.61053863897,3480.41128748712,2208.61623439261,2326.45702333297,979.915564459609,1235.83101485743,2059.76932876296,1262.83362639377
"CD58",269.450884194554,399.784906478465,99.2963021790213,1464.37805762673,733.270337393365,631.560595450461,338.758551172983,409.66739754823,648.61987569263,2235.27955508646,900.455468734011,744.804511548894
"CD59",446.379908558161,806.131611388319,600.399647683264,18025.6475268872,10669.0931331986,9200.27724008755,14793.4342577294,16469.6018431273,9580.46557590324,8620.94401898427,6175.59496968687,5035.32568016803
"CD6",142.839552939262,122.690637051258,634.68228457629,13.1669382967054,1.11027578933593,5.79523149804693,7.79353267370189,0,15.4629163728648,10.2336304876103,1.8786442260569,5.07369521257991
"CD63",1231.59691865355,1075.50093670876,958.855799578442,10915.3117868491,8956.76416419382,6051.12095900188,8610.6830177901,13933.5177972807,7007.5607614849,2854.99670122207,2430.8730910799,1543.20546109032
"CD68",481.938014454747,290.444194977361,548.388018286578,257.307321207749,471.13291184789,627.775824817569,726.821920639017,922.496661987583,326.74378122909,137.166527269182,221.873365768998,196.635887308226
"CD69",14820.2791653747,38282.0440301842,17893.1594840886,280.313768942014,247.698897782541,297.705711421037,76.4476125416152,64.4731545503676,201.095397899664,534.906913116146,185.548246171473,235.280781263392
"CD7",50.0666485769231,10.3564357246244,1.01967708684418,0,0,0,0,0,0,0,0.764193687858167,1.68409338474025
"CD70",906.310762287944,1054.7403361997,829.959503663282,294.465148826331,390.5729553888,828.513230337154,218.139424746681,408.262006885627,431.808321806853,981.279553833105,924.08029304716,1646.42629668318
"CD72",271.529370693533,353.594904636919,689.606399993758,15.6890866372171,11.0937532553558,12.7285800307381,24.5126344221941,12.9658456508475,32.9839863291168,44.6763754238196,35.5796862457634,20.2098991911845
"CD74",237407.426912998,123444.755840191,149400.460605537,27908.1734293135,40032.6797789765,53783.0566586039,40392.5086557574,49429.2218083234,14551.3152231949,41683.782642624,60480.4409478122,71545.4341005281
"CD79A",42911.83862604,20353.415611495,37921.5127662364,26954.257841311,32560.3085227035,44997.1135851344,66408.5988364134,64798.183954186,23967.65736444,7158.11634467775,10433.7978454065,10775.4648748939
"CD79B",5156.56767882198,4772.54206347641,2814.04172536065,3863.87319351746,4243.78491220829,3249.21581545066,2768.46166658663,2952.762767898,2095.99805816332,1962.11699457925,2101.20925039865,1997.25204305949
"CD80",799.184618108519,2051.17575241686,170.391346464548,105.894232656705,59.3719592678794,171.111187955529,9.03029549966534,16.762500395782,12.9822329677152,1618.00001287808,1106.03672381661,1258.10472868368
"CD81",3713.75582412994,2364.37444455462,2101.50678103987,4066.5194432458,4900.02600074384,6985.3694873119,4785.69852031631,5452.34477739314,2030.23929169686,3261.9963765333,5249.31322507205,5374.32569904022
"CD82",3680.3108475916,2774.28012405407,2303.20448048827,110.423284162375,158.803112003723,526.714851820023,55.3189791337544,82.7681627864054,107.335123616438,479.833641785381,574.430705784062,1077.0803250736
"CD83",29285.410887223,52398.3419044096,30452.7431827278,3.12722103098352,9.62108597882173,10.5832897243696,3.04998528217862,6.28560509313118,1.1393034106611,179.691252968691,134.403721935255,173.099632356979
"CD84",1785.58185122522,1586.2206190083,4296.11290439595,30.8758713449465,20.5213365826386,88.3945908919057,24.947844514111,64.6912268027619,89.4155008726375,109.55858752112,74.1159310180441,42.2322058376123
"CD86",601.36111016771,625.796649471344,147.5582666479,1225.20327566417,1066.12400218821,1425.32714477594,640.253889467536,739.355415130752,303.543365699159,2836.34652225307,2728.37369743965,1972.10372303208
"CD8A",121.549541134156,6.3576547332154,0,0,0,0,0,0,0,0,0,0
"CD8B",17.7037438300213,0,2.93850551909381,0,0,0,0,0,3.33600786971995,0,0,0
"CD9",9.83722799254428,28.0585004255131,91.3886785305237,242.638155799619,221.507759297525,117.548507274588,181.782733627693,231.229153765426,85.1095075718977,233.164840822472,160.293127689924,159.746915505754
"CD93",29.8671441643472,4.13183932849545,3.94760292629383,0,0,0,0,0,0,0,0,0
"CD96",142.950330205913,252.771970204116,304.129753165265,12.0952712796115,10.3081286883363,14.616591464688,1.4022724336285,18.4536382579997,24.1759338152178,1671.46793460833,1067.21566181654,674.27061924172
"CD99",1437.34771815054,1498.27496607767,1331.54041361142,3084.03989880463,5045.78224541402,3967.64481420106,1909.4725937869,3133.30764002056,1250.84136647574,3423.9066554643,4804.38616983259,3031.14627042141
"CD99L2",329.285613276003,263.634431981503,220.332490254088,1568.22293488095,2733.33778573507,2731.50263065224,1758.22894366188,2158.6384999948,914.980031157923,475.848582394301,1027.22812934341,869.658981333008
"CD99P1",131.91340513333,126.724111839279,174.528328284753,30.2285494309468,52.5139256417414,48.8615302748325,54.6950677090536,31.323553668249,95.7364744738654,86.3398658223504,70.9538492167619,86.6849888239302
"CDA",2.86891836527211,3.16164975038631,0,9.40753899400022,5.5189652015527,26.163225919624,0,0,0,14.8838012817239,14.4213030336692,3.74949462872972
"CDADC1",471.229608218949,563.355234547486,226.338819478013,86.2605907849763,100.847592608866,166.480524124445,141.012898784715,64.4269725845785,107.438877015789,210.827921501039,163.035867549185,217.195991030148
"CDAN1",685.681117364182,479.276506408911,367.660734539805,280.087381155918,432.681278070145,486.213796391813,450.259804717336,300.274483165759,527.49677582076,382.784805442641,324.39115468278,416.853716027547
"CDC123",2891.11186421503,2473.32746305345,3002.76691643261,1746.52685577796,1875.58226584861,1698.91930596032,1097.20799685762,1430.5089312771,839.073849535541,4559.88190557711,4279.79232619766,3581.22352803173
"CDC14A",1169.00243064403,1452.58736996397,492.186249589501,29.0995804044046,66.2830756350291,57.2647202118177,25.0517192497633,38.1272650999576,14.7927902619036,57.8029216229174,118.781135316909,97.2898273464651
"CDC14B",155.905023179415,238.936078554006,201.525132705457,323.924652560508,187.727791874472,360.120620094639,353.124878187998,209.15723465555,288.975648410043,279.827121789541,492.89815663656,413.123209401943
"CDC16",994.364551424436,1775.29260197233,1466.8557557405,2034.74252472291,1575.13786304316,1445.73126083309,1936.99220281344,1567.04140482918,1957.93527984144,1699.68191805609,1545.86371802609,1625.87678028039
"CDC20",8.7864294984978,2.33334381120673,1.70287416989745,1155.29302883097,2669.38212410329,3122.13327859756,319.168478542196,703.270725681438,687.023949023402,5064.62236482218,7812.65882651729,7378.05319544584
"CDC20B",19.6691916607273,30.5358441185659,32.3402060096171,3.10722511533509,2.36207072337714,5.67825186136008,1.49500335027749,10.0182284418565,15.3331671486122,5.34000698454834,1.20669279280044,6.78591233541819
"CDC20P1",0,0,0,27.2352188674438,2.31499790863671,2.40941000695769,7.50323290637402,3.78021077923632,1.15478105247594,101.508657307178,1.14715196381452,0.618198870452115
"CDC23",515.070304232834,294.384840860656,707.227219983032,1002.41546625815,1242.25299789335,1103.11224832378,991.434428415903,1082.61858806432,1066.11942601025,1414.07018697026,1689.65682348134,1625.94415552012
"CDC25A",19.7820555329987,11.6588553903924,3.37281137515215,171.045945522237,612.590086957557,628.196858455567,146.807510964418,265.710808070422,233.194929428334,1250.94218674591,2303.48025565638,2361.0752900057
"CDC25B",1440.19378861958,1054.75939529111,2920.84506625138,3386.10690270178,4833.36856079954,5523.44815727783,4121.54313484631,4361.96976101149,4169.7403822563,3263.85542361171,5495.37769033814,4203.38617888642
"CDC25C",1.49403254186711,2.19654292036908,1.85794221887362,132.941248244762,286.114031995216,205.021381829879,58.92617209025,109.892193004155,101.952603858537,322.301770613092,526.356778806529,303.333232260033
"CDC26",224.2916501738,186.822712326367,149.386692327511,1481.31678246663,1059.97226378613,887.543189035049,815.158053084338,955.092829817743,582.250595256642,1159.35849080866,1018.10636305983,700.939944634529
"CDC27",3694.61032283098,3191.49565903317,3420.39190592019,3776.30412560789,4662.82628720969,3748.12227813945,3540.17002753201,4421.95651283713,2868.62398006397,4420.84096572246,5250.28265123554,3908.09447599349
"CDC34",349.751161812539,247.979577872318,194.598364210873,453.797733549839,565.50925511486,592.01547253509,482.377960254742,556.037108485842,462.687462073749,458.411165299468,675.074625169656,567.422649225031
"CDC37",2433.52293504497,3420.89760060092,1852.33311942851,2364.08642440039,2916.45963880423,3433.51277757769,2951.06848538486,2252.23859715709,2579.18939572014,3513.81153996466,3969.44909835456,5454.34462281591
"CDC37L1",389.977758945225,528.43336434019,566.701204708141,655.59704812329,444.271081913233,377.743277640075,547.005845837036,617.512285705114,566.851450624803,337.574340584283,353.240435959346,251.348572104222
"CDC40",3332.93932497938,2850.71023035026,3755.49950433998,729.620394676492,922.450317385906,898.489699370847,988.79476901174,1088.39276490101,717.878601150131,864.094979798388,1159.88127088956,900.508815608663
"CDC42",10875.2598802995,16220.483009544,13372.9340874275,9103.9693396437,7971.28521245259,7221.17072428728,4435.5878342854,7120.70627044164,2970.18965669647,19371.7845698785,15651.4046443287,9807.98955311552
"CDC42BPA",0,4.67127665950644,0,5.69822148408271,13.8031647212993,10.2198067004972,0,10.9028681447615,1.65420982194335,13.2052836153461,41.7859172802072,14.7069392073914
"CDC42BPB",1991.2552560629,2001.61558443632,454.02146328356,633.199572842317,1122.98396432142,978.783095991325,1481.68974584705,1407.19833277714,1193.57833226086,732.61007172439,729.604345928692,872.223947095583
"CDC42BPG",235.115318413515,368.052773855451,199.629474678521,9.83673274864366,8.39203798064062,12.5135045517838,3.62611996370267,13.6511316730542,23.122229952708,15.1979562567897,8.69305058214475,14.4197990477825
"CDC42EP1",2.59890217553986,0,0,7.30796381945006,12.1771362059967,11.6531275140385,5.04063470985915,14.3651055129969,0,3.33802831226922,5.34772458924891,2.34850244710616
"CDC42EP2",47.1224030049295,43.4974731976932,28.6560828629818,4.82962160776087,11.2297100058054,25.4165817157962,10.3968962341297,5.54357645058191,3.36240802012302,12.3128526137111,26.3264956452995,15.5586479379281
"CDC42EP3",1856.57225601555,2951.24553548654,1184.57801728293,1437.47795274431,1366.13751927733,1301.37093264406,1622.5008880841,1412.18103365181,902.74454198748,1847.94847838773,1510.00689028082,1380.57257533874
"CDC42EP4",35.9825645506116,39.4744605841534,19.1113476071282,76.7726139644728,135.944070326814,125.583934270436,142.650957592304,244.964478152028,88.9096363683224,41.6077826602708,110.357865491207,92.1469751312929
"CDC42P4",0.769849416109731,0,0.942868949610484,0,0,0,1.45289774822102,7.93202406863517,3.34392111755559,0,0,0
"CDC42SE1",8810.48399969107,9446.73730059837,10533.8374040082,4349.47858123149,3856.40980002935,5244.35932224185,3191.35174335678,2775.30179912951,3244.0850164891,5531.12564301208,5721.0492019873,5012.58573906401
"CDC42SE2",26262.8953420884,24443.4452624272,22527.3838418185,6355.04574391594,5695.18142330209,4944.51071945191,5442.60717016498,8292.01761132151,3729.79567337983,6810.73217895611,5824.25858786572,3828.61229254839
"CDC45",19.0623946008174,2.40575370313236,3.47967010697736,157.840519590976,442.438791470135,375.408454742282,26.7820875483305,83.7180384367014,177.8921802466,1821.90472901679,1956.40888834549,2295.40816558791
"CDC5L",2489.34670760212,1644.2252478488,2239.65819218752,1270.09518113282,1825.46311424249,1815.60987346761,1709.91231677798,1987.17657053393,695.665773445646,1607.4720536125,2469.90659769489,2291.23945047041
"CDC6",15.9812756669544,32.9858173950719,23.7726061509429,1006.28869015507,2272.77119077515,1984.3613678943,638.953257664395,1064.63405688088,755.514879036571,3873.67853696672,5849.40692953494,5750.19430156402
"CDC7",23.7248650018544,59.2969375497757,44.3208952928166,406.886056954665,433.948516601053,262.314469273726,165.005167846331,218.402016477194,449.487524161535,1349.8212909542,1068.99637900911,788.918898710476
"CDC73",2521.0749033554,2447.02801645093,2119.73683905825,1531.73969341723,1710.89017570681,1689.22935433245,1635.58361345611,2449.81146631388,1096.92408907267,1213.00951798852,1598.9362958009,1375.71930603947
"CDCA2",7.83476046699937,11.275394531108,5.52144878616755,560.070093131573,1159.39807334932,1000.68057973084,238.222664242986,466.058445999495,294.296365995265,1377.13109099042,2075.33941768263,1764.38289041443
"CDCA3",7.65113106863577,17.8987220337692,8.41785648192227,757.69320301764,1284.78646839618,1047.10258669817,234.841565883969,440.287824659431,738.799817318286,2184.88792401454,1942.59731384037,2035.80370379509
"CDCA4",543.267220310661,530.918675884335,253.066732615319,454.488191285474,635.331668705763,823.627382336238,328.040807630935,332.505311481504,427.713740366003,1515.64505153086,1538.83133391118,1734.16466683447
"CDCA4P4",1.68780616271279,5.47321919104914,5.95327800917964,0,0,0,0,0,0,1.18963657711414,0,0
"CDCA5",32.1233732982116,12.3876769780715,14.2817052044426,585.385195808558,1266.85106441065,1479.21868181764,276.309451628311,428.836747705895,577.391806473003,3654.48793791312,4650.06816255472,5006.23878254261
"CDCA7",96.7451387690619,138.140142576995,10.8276039376008,50.2878891258119,81.7743336362747,107.752416671145,0,0,8.47708998259272,1900.82157966806,1850.84148417615,1771.35506152013
"CDCA7L",873.602223527807,656.624263477422,1774.17706455424,527.091866069059,689.970158581044,769.228174001528,614.496042491128,404.611806478856,221.971170564039,1703.58607838415,2592.87106344572,2038.33530617432
"CDCA8",24.8180960064908,15.2540588198929,4.94441807658292,594.819476346355,1082.54747729057,1292.99908534926,218.342487473711,433.072022359723,322.977540217653,2153.90361292921,2919.22975449626,2816.77075319166
"CDCP1",32.3426638175757,38.1219375912886,42.3774171163686,5.22735279046917,4.66090519386243,3.54076147851725,2.99886224360913,3.90393998472787,21.831185244803,11.5611783067031,1.76500223859735,9.96350475693466
"CDCP2",1.59179117385309,0.870470170566393,2.49368150819168,15.9238757967345,1.60618831611881,0,1.04831855483784,0,24.0172836975244,0.381820344427348,0.396147616047268,0
"CDH1",83.9458809479007,103.408627770831,143.592839734123,80.7276470901921,120.281675641274,64.7225481965796,65.9328773740628,139.652552054634,107.70421614501,58.2571691696714,44.1983743772837,32.9796686602274
"CDH10",2.38714372422306,0,0,4.10203315836036,0,0,0,1.97063743059537,3.35197634111319,2.34862827856335,0,0
"CDH12",7.53719532334091,18.913631208961,13.5382376807457,4.31008183175759,2.44004234248926,5.65145784261794,3.20822330198919,8.59411513716463,11.0678892630009,4.1140372426733,2.42049629062792,5.20522663218216
"CDH13",7.04649268681135,5.87263326062606,23.0216442195749,6.53759003013351,5.13414368354282,1.63125863122698,13.6974593214048,2.86470637955423,19.2567906500038,7.9118221589783,3.91632600276636,4.76263945551034
"CDH15",12.0567619951548,47.5673924176961,29.9994904282696,26.6980792134144,7.4889081439406,10.2463008636644,18.5599882941219,27.6338212763213,16.5275796470792,9.30859324235755,0.67303329091182,8.16635761883904
"CDH17",17.5588741418635,8.32066265191413,2.1505108155861,3.0180086562905,1.40191631984233,12.9113700658416,0,0,3.36873255203812,8.25608042115018,14.7580620564624,144.253972439904
"CDH18",28.4045102087464,56.6526142606615,58.3781668539416,14.0359584087336,13.1665363383214,4.48869498863387,17.0372110966187,21.7547885478532,39.3287300868607,9.20385530587551,0.977888999635658,6.97611159905429
"CDH23",0,4.50589045773305,12.079472321911,17.8046890012753,29.8424393481906,26.8180143139091,8.34496227807653,35.8479745910769,11.7407741199992,13.0635305434473,4.20660130937307,6.4428065059081
"CDH24",8.31453686223957,16.1037289390345,103.802785936105,11.3988122024399,7.76384199044578,6.44571978150957,26.3559694854576,4.26798556087061,19.4873949748829,19.7103590772095,9.50844986006169,15.2576183401532
"CDH26",5.80741102018457,15.1274246235654,35.7839951682826,15.2103284234104,9.82572393694129,21.368127733001,24.7190632738774,36.0901581403872,95.7894518552238,25.1907614846708,4.41313046509117,14.8796318748277
"CDH3",58.7357893077111,91.9850499044908,96.7875173923553,29.1131509890064,19.2458699058876,15.7413850276524,17.5968355061613,22.7291179094784,50.8159015682405,29.2894351584457,7.25996957661149,12.7743526674133
"CDH6",12.1549173792058,30.5026606708344,25.6993741064219,7.17659163999854,1.16574253070421,3.40202493605925,4.25804129741575,3.90252737125583,7.63151385689718,2.98665657488011,1.19478958860648,2.46661843658432
"CDH7",47.4344394476818,68.2775268726615,67.6675716571286,21.6260271878864,12.6477534292543,15.7014554616481,8.10528045597296,18.8376776481274,23.6273539639074,10.8832666657995,4.23538648526142,14.6178867931964
"CDH8",28.5659698868298,36.6259902242574,36.9215227371853,19.6835336333013,6.08177762264997,14.5498400763126,11.2782221074312,20.3085903801437,22.7853997105564,13.2581531062473,9.46231533697894,17.9677145618256
"CDH9",0,4.21100933143815,7.01710279555776,0,0,0,0,0,0,0,0,0.617599162976907
"CDHR1",57.8291783367844,18.5556461557886,0,6.84594101696502,6.0907541275915,36.2746610775272,8.28527323778492,1.9043113570697,18.6002084894293,31.583566989937,23.7783130973331,67.4996351146784
"CDHR2",7.27464385396003,0.94860910616268,1.29598853907856,0,3.37207144626908,0.304831464833383,0,0,0,1.68590306958066,1.89032111748966,1.79705897635913
"CDHR3",15.7726097168314,6.99016491288251,10.31543532944,2.62623769704498,3.74905855665704,0,0.533743034789324,0,1.78882953446332,9.0744663850539,5.75848147376006,8.99682334538881
"CDHR4",55.2457708691183,64.716858701309,62.2982926892632,33.1062686274149,6.2002146649983,4.82300730951402,18.7531072437739,5.98103062239764,38.4565650396367,17.1771769919021,6.71335277068915,15.8986915573965
"CDHR5",0,0,0,6.53139852037003,0,1.86196874356933,0,0,0,0,2.15963324694566,0
"CDIN1",62.6560724824652,135.797178478996,104.716740155909,85.0772097038273,80.0460413749993,88.3653210171226,89.8377372702688,92.51162628157,53.7024600740899,234.444421999724,211.161065373718,143.6720496717
"CDIP1",311.000659242567,121.05077834407,272.978972704397,667.898649366325,1470.93305480747,1424.31715432717,1454.57908724108,2135.56213787129,811.765059719189,333.613339023978,848.065925093646,612.751262833664
"CDIPT",387.163771462442,212.660246230161,236.701142524375,940.580809566277,1234.85186786623,1439.06517232678,1248.20658113338,1426.03367473664,603.399601370103,628.327314166664,1128.35128875992,1022.77938123934
"CDK1",10.0179855433404,14.0275346990106,15.3044027626409,2177.92334999185,2415.3891070392,1801.74591188493,536.417214180978,1209.99449523905,1355.15493919722,6458.92450121698,3795.67106010994,2763.27768403029
"CDK10",458.311303102759,661.333976890904,725.334927135901,1085.37138696751,502.925746090926,525.652541057663,951.918710211652,334.658148308035,1836.86395433881,688.898754234401,347.17402420396,840.072516357066
"CDK11A",4059.26608802088,5025.57196051625,4152.69509538015,529.94084833825,869.996985713409,707.29480749066,672.420577734038,619.306281020315,2235.78083111669,420.453781762752,387.185157058268,776.68557423576
"CDK11B",3846.2844171526,3387.25829809547,3043.49562874231,1101.35407864081,1553.30167452617,1739.2903445008,1596.38274516858,1526.26466902246,1417.45812176969,1270.64698333709,1897.27285661144,2024.43779940386
"CDK12",6655.13158779225,5658.65541543179,6395.41318636836,2631.04730787389,2975.86997802074,2800.74985940159,3475.90352360714,3634.07875051563,3074.72040590669,2047.05494823025,2641.66074370577,2952.02384089576
"CDK13",2868.81414357238,2246.41845560831,2985.37226229445,993.06515571073,1175.76909684218,1029.55615704349,1495.14413007644,1415.78850903582,846.588046723298,825.511659609637,1045.18555634889,1357.09602573619
"CDK14",1646.93052675554,1759.32429068534,5216.48858634711,4216.6478960867,5039.65801348123,3682.91885396184,4044.1063936046,4895.27517223481,3321.98612633313,1228.27679305628,1272.28431964518,1394.00447247085
"CDK16",5261.45872558796,5256.40518429729,4413.64996507344,1123.94883181261,1643.41135816063,1173.67203873205,1559.83555913128,2061.53764084454,1789.09640318508,1110.47719213007,1316.28434614783,1314.10689753493
"CDK17",4465.74271604947,4984.59087279517,6411.41425913756,3658.95904934803,3504.57822724086,3474.27333575139,4053.29198313682,4609.45568721963,2592.5984337272,1556.57903504447,2425.76227849608,1495.8874276243
"CDK18",13.1524223280648,10.2613255325108,15.3816609333335,38.2080707612309,33.4707269480207,23.713537917972,107.004509842589,74.7597161241443,53.9466311303825,10.0296561581026,4.44673762111951,19.094907569064
"CDK19",336.565692116107,449.47164644123,593.533300657018,271.483196168166,380.721485505412,540.40978871538,360.79764287946,545.153381176539,361.003009882306,665.015965342094,741.912425401578,798.764410504278
"CDK2",236.159754042242,277.323025747796,440.162946973804,685.6617780269,1148.92787289672,1114.16278932078,695.389357775619,738.885754974179,843.866584074393,2772.68221966042,2830.73175220444,2696.39341558234
"CDK20",2.53586508242511,0,4.35734137236393,5.59798651636626,7.67946134750208,10.9778438172467,6.07175456305821,6.77661865579151,7.39005365933592,1.4766926336821,11.6198937543184,2.8630267549752
"CDK2AP1",787.59851786173,517.55817091999,618.566614842991,76.4461841710807,236.553872611413,128.27903288899,92.109804988937,219.948176173845,69.0649027159121,331.01799389032,559.416101737181,323.584112686311
"CDK2AP2",197.45124218763,171.503722556904,87.7815379965165,2279.06342312893,3230.61655479212,3695.69080253322,2154.79212095416,2649.77309360933,1760.3517383434,2505.28060955548,2792.56989267739,3716.1476496472
"CDK2AP2P2",1.55084782796061,0,4.55581976602665,0,2.33889947920753,2.43643066858127,1.51348127169025,0,2.39180552434364,5.62381072201888,0.597031519679453,9.67771687744112
"CDK3",70.3490968413415,102.320689333889,202.238515126658,78.1299962962053,66.7483826570806,15.3932845980587,89.8803164873896,65.2295663862699,189.436848610351,125.578624652041,32.2988587756091,86.0927473175039
"CDK4",354.895846119155,337.926624051918,365.710362698436,1852.83532831774,1928.2531073762,2688.16365014669,1723.86228341299,2076.94625157325,1358.74748695546,4131.21685445362,5201.76949751538,5346.93054275238
"CDK5",39.8202618518041,29.1159292293011,35.5852606763841,652.129143260884,550.55940781327,515.514523248167,436.896924711437,646.692794064205,351.505752047626,531.954853155156,486.196318139319,404.92516299722
"CDK5R1",466.765287249309,333.104670361667,76.3231272307555,18.5372192201558,19.8492593608881,21.6399685839984,45.5660124969462,19.3497896194832,43.537272654602,45.8654125794391,28.6323878326569,49.5204759657177
"CDK5RAP1",1409.07545897581,1903.90031213143,1804.34785214821,853.914810612732,715.186153961794,565.849252669776,843.053939423033,603.503142528403,980.42634376778,773.959872091373,921.600597955019,864.444173449922
"CDK5RAP2",3104.96499527177,3129.11792067213,4213.31158147887,1514.98619193548,1426.46510508716,1488.8268147393,1705.9875673624,1279.97580468311,1922.45174188782,1802.6489276062,1506.52286181092,1951.0826473871
"CDK5RAP3",2721.61379258398,3885.38188264141,4292.76962378061,4650.58888799665,4893.00056036311,3831.16579069987,6160.3674146798,4208.92082434624,10365.362049122,2295.59532413101,1867.82098251835,2713.55560029029
"CDK6",489.852995320763,422.188964319786,26.7090499705915,3116.48551657124,3824.68833667915,4056.86308568401,2363.06920448756,3604.9007825486,2155.77433913545,4830.9726439577,6172.10524857055,7147.31091656193
"CDK7",612.234946674862,735.413533060443,556.830228213634,550.238999274449,443.098246556726,383.534259496926,396.397184333102,378.574146306637,332.762716559446,923.436483572465,835.972299729771,580.508407670706
"CDK8",173.364450046298,148.407887833201,217.132031986454,503.620304601898,567.560716439791,540.383867706229,531.164949811353,618.938906922194,438.094600953662,894.384820602068,1119.08505354855,812.885955940319
"CDK9",4188.18243651677,2574.68002795558,3718.38209999321,1153.85466440496,1468.66240902934,1744.77891381628,1449.08838401354,1218.67718822622,1309.97033320964,1117.26294993786,1494.92845012496,1828.61084035345
"CDKAL1",491.427880204558,686.032981893227,505.719309978788,638.123437675862,634.65657283875,693.919167723016,710.657876121847,831.123827796993,436.504823193316,782.94933533953,993.30616409496,782.418194019388
"CDKL1",89.1029908874663,174.040365439068,207.08927074556,21.7158411793461,12.9956010853373,23.2402910872926,17.4780064456038,2.72690197425404,46.021390504596,39.9417920571445,8.54833924514812,16.4026626673589
"CDKL2",0.677554623997491,0,0,0,0,0,0,0,0,3.38315975635443,1.8064299224254,2.09243170115471
"CDKL3",30.6324326866578,70.838691864766,40.4788224021341,40.9800533525297,30.2137331565953,20.4241955877367,8.82549540236149,35.1479240719814,64.1140625284454,62.4607506067369,19.6267661815492,15.7157368641185
"CDKL4",0,1.29726010466866,0,0.732795961841648,1.13480915610527,2.10106152534419,0,0,1.05581373863599,0.569785482015934,3.40659508080102,0
"CDKL5",602.665230086307,1078.23997221086,761.199951351309,456.339577465027,255.324407753455,262.383654347414,266.812676931064,313.181631624316,480.170663441552,216.507983782341,106.634019609095,154.045386499155
"CDKN1A",8844.75373451808,11646.8558997683,3789.6819306427,2459.54999344403,3655.66549774535,5880.36874824746,3949.29597820877,5402.75988655921,5637.78431237251,3173.0660951547,4944.64938769223,6255.14889627347
"CDKN1B",4062.3900196729,2709.25440867527,8802.13079123573,6083.20254052988,7582.23942327771,6297.58368311073,7583.02448772214,8386.7593625875,5318.43516281997,2138.88823914046,3066.58919450576,1924.19089327326
"CDKN1C",3.80565147330275,3.71253709833714,3.23902737568479,36.5205043062533,15.6179679190561,22.6074727204181,531.960952910105,167.963071118772,138.403620613617,6.04423193515581,0.978166587371566,2.97778927188647
"CDKN2A",80.224300527774,38.5583259987351,85.9421599455992,82.5020378726574,144.149102357355,146.766783951494,160.934458811513,155.337347412528,147.761698589657,138.015278067885,193.010345558543,195.004446941051
"CDKN2AIP",2656.85730185044,2839.74948577554,1856.82918646759,929.398164398639,1014.14359182479,939.572994315256,1091.89717343744,1139.36527115964,988.578512144767,1330.16662830488,1179.02474365107,1208.09958072527
"CDKN2AIPNL",256.550581647303,433.830896670036,228.942229883831,441.064282285814,408.44951810544,322.158766963119,200.808061369809,362.697292278892,293.675166857414,1201.93388456059,892.807550614712,630.737177412162
"CDKN2B",1.90151517025,0,4.41332896938377,7.17758231263232,8.31422392774301,10.9308231662326,29.7254403308837,21.5980626953514,7.61818023685804,2.23567663203148,3.28002439700049,3.34760668780786
"CDKN2C",35.3176149890605,61.2962102315852,4.04168053449915,1196.00783088844,1593.02563617796,1127.53480834243,887.283583618976,1849.68980580843,853.650528940156,383.117653401841,570.581832632772,399.656590499603
"CDKN2D",1076.86361744961,591.075089656331,711.426563791994,27.5105514967994,51.3993677305886,61.9930726579968,6.95954104835711,25.1633397655264,19.7049415663204,126.716783475638,148.006874240081,154.692300677718
